regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
hsa-let-7b	RHOB	mirna-gene	Experimental	mirtarbase.adstudy	Colonic Neoplasms, Heart Failure, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Neoplasms, Neoplasms, Neoplasms, Ovarian Neoplasms, Neoplasms, Digestive System Neoplasms, Head and Neck Neoplasms, Neoplasms, Sarcoma, Kaposi, Lung Neoplasms, Melanoma, Pancreatic Neoplasms, Pituitary Neoplasms, Lymphoma, Primary Effusion, Adrenocortical Carcinoma, Neurodegenerative Diseases, Neoplasms, Carcinoma, Hepatocellular, Mouth Neoplasms, Neoplasms, Retinoblastoma, Asthma, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Mouth Neoplasms, Ovarian Neoplasms, Hypertrophy, Carcinoma, Renal Cell, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Pre-Eclampsia, Myelodysplastic Syndromes, Nasopharyngeal Neoplasms, Liposarcoma, Pancreatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Inflammation, Colorectal Neoplasms, Endometrial Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Lung Neoplasms, Endometriosis, Cataract, Breast Neoplasms, Hepatitis C, Breast Neoplasms, Liver Neoplasms, Prostatic Neoplasms, Breast Neoplasms, Esophageal Neoplasms, Sarcoma, Ewing, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Carcinoma, Hepatocellular, Carcinoma, Non-Small-Cell Lung, Carcinoma, Non-Small-Cell Lung, Melanoma	Scleroderma, Systemic	TRUE	FALSE	1	0
hsa-mir-1	CDK14	mirna-gene	Experimental	mirtarbase.adstudy		Carcinoma, Hepatocellular	FALSE	TRUE	1	0
hsa-mir-1	TAGLN2	mirna-gene	Experimental	mirtarbase.adstudy		Carcinoma, Hepatocellular, Carcinoma, Renal Cell	FALSE	TRUE	1	0
hsa-mir-1	F2	mirna-gene	Experimental	tarbase.adstudy		Hypoprothrombinemias, Disseminated Intravascular Coagulation, Nephrosis, Venous Thrombosis, Thrombosis, Thrombophilia, Venous Thromboembolism, Thromboembolism, Myocardial Infarction, Stroke, Carcinoma, Hepatocellular, Brain Ischemia, Blood Coagulation Disorders, Cerebral Infarction, Sinus Thrombosis, Intracranial, Alzheimer Disease, Liver Cirrhosis, Liver Failure, Fatty Liver, Hemorrhage, Nerve Degeneration, Paratuberculosis, Skin Diseases, Vascular	FALSE	TRUE	1	0
hsa-mir-1	CEBPA	mirna-gene	Experimental	mirtarbase.adstudy		Leukemia, Myeloid, Acute, Carcinoma, Squamous Cell, Leukemia, Promyelocytic, Acute, Carcinoma, Hepatocellular, Head and Neck Neoplasms, Neoplasms, Radiation-Induced, Precancerous Conditions, Skin Neoplasms	FALSE	TRUE	1	0
hsa-mir-1	ARID2	mirna-gene	Experimental	mirtarbase.adstudy		Carcinoma, Hepatocellular	FALSE	TRUE	1	0
hsa-mir-155	SKI	mirna-gene	Experimental	mirtarbase.adstudy	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms	Shprintzen Golberg craniosynostosis, Aortic Aneurysm, Craniofacial Abnormalities, Musculoskeletal Abnormalities, Neural Tube Defects	TRUE	FALSE	1	0
hsa-mir-155	ATP6V1C1	mirna-gene	Experimental	mirtarbase.adstudy	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms		TRUE	FALSE	1	0
hsa-mir-155	RAB5C	mirna-gene	Experimental	mirtarbase.adstudy	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms		TRUE	FALSE	1	0
hsa-mir-155	PODXL	mirna-gene	Experimental	mirtarbase.adstudy	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms	Prostatic Neoplasms, Carotid Artery Diseases, Hemorrhage, Thrombosis	TRUE	FALSE	1	0
